REGION	DEP	CANTON	TYPCT	BURCENTRAL	TNCC	ARTMAJ	NCC	ARTMIN	NCCENR
53	35	15	1	35184	0		MONTAUBAN-DE-BRETAGNE		Montauban-de-Bretagne
53	35	16	1	35188	0		MONTFORT-SUR-MEU		Montfort-sur-Meu
53	35	17	1	35236	0		REDON		Redon
53	35	18	4	35238	0		RENNES-1		Rennes-1
53	35	19	4	35238	0		RENNES-2		Rennes-2
53	35	20	2	35238	0		RENNES-3		Rennes-3
53	35	21	4	35238	0		RENNES-4		Rennes-4
53	35	22	2	35238	0		RENNES-5		Rennes-5
53	35	23	2	35238	0		RENNES-6		Rennes-6
53	35	24	1	35240	2	(LE)	RHEU	(Le)	Rheu
53	35	25	2	35288	0		SAINT-MALO-1		Saint-Malo-1
53	35	26	2	35288	0		SAINT-MALO-2		Saint-Malo-2
53	35	27	1	35360	0		VITRE		Vitré
24	36	01	1	36005	1		ARDENTES		Ardentes
24	36	02	1	36006	1		ARGENTON-SUR-CREUSE		Argenton-sur-Creuse
24	36	03	1	36018	2	(LE)	BLANC	(Le)	Blanc
24	36	04	1	36031	0		BUZANCAIS		Buzançais
24	36	05	2	36044	0		CHATEAUROUX-1		Châteauroux-1
24	36	06	4	36044	0		CHATEAUROUX-2		Châteauroux-2
24	36	07	4	36044	0		CHATEAUROUX-3		Châteauroux-3
24	36	08	1	36046	3	(LA)	CHATRE	(La)	Châtre
24	36	09	1	36088	1		ISSOUDUN		Issoudun
24	36	10	1	36093	0		LEVROUX		Levroux
24	36	11	1	36141	0		NEUVY-SAINT-SEPULCHRE		Neuvy-Saint-Sépulchre
24	36	12	1	36192	0		SAINT-GAULTIER		Saint-Gaultier
24	36	13	1	36228	0		VALENCAY		Valençay
24	37	01	1	37003	1		AMBOISE		Amboise
24	37	02	1	37018	0		BALLAN-MIRE		Ballan-Miré
24	37	03	1	37027	0		BLERE		Bléré
24	37	04	1	37063	0		CHATEAU-RENAULT		Château-Renault
24	37	05	1	37072	0		CHINON		Chinon
24	37	06	1	37115	0		DESCARTES		Descartes
24	37	07	1	37122	0		JOUE-LES-TOURS		Joué-lès-Tours
24	37	08	1	37123	0		LANGEAIS		Langeais
24	37	09	1	37132	0		LOCHES		Loches
24	37	10	1	37156	0		MONTLOUIS-SUR-LOIRE		Montlouis-sur-Loire
24	37	11	1	37159	0		MONTS		Monts
24	37	12	1	37214	0		SAINT-CYR-SUR-LOIRE		Saint-Cyr-sur-Loire
24	37	13	1	37226	0		SAINTE-MAURE-DE-TOURAINE		Sainte-Maure-de-Touraine
24	37	14	1	37233	0		SAINT-PIERRE-DES-CORPS		Saint-Pierre-des-Corps
24	37	15	4	37261	0		TOURS-1		Tours-1
24	37	16	4	37261	0		TOURS-2		Tours-2
24	37	17	4	37261	0		TOURS-3		Tours-3
24	37	18	4	37261	0		TOURS-4		Tours-4
24	37	19	1	37281	0		VOUVRAY		Vouvray
84	38	01	1	38130	0		BIEVRE		Bièvre
84	38	02	1	38053	0		BOURGOIN-JALLIEU		Bourgoin-Jallieu
84	38	03	1	38412	0		CHARTREUSE-GUIERS		Chartreuse-Guiers
84	38	04	1	38085	0		CHARVIEU-CHAVAGNEUX		Charvieu-Chavagneux
84	38	05	1	38151	1		ECHIROLLES		Échirolles
84	38	06	2	38169	0		FONTAINE-SEYSSINET		Fontaine-Seyssinet
84	38	07	2	38169	0		FONTAINE-VERCORS		Fontaine-Vercors
84	38	08	1	38182	2	(LE)	GRAND-LEMPS	(Le)	Grand-Lemps
84	38	09	4	38185	0		GRENOBLE-1		Grenoble-1
84	38	10	2	38185	0		GRENOBLE-2		Grenoble-2
84	38	11	4	38185	0		GRENOBLE-3		Grenoble-3
84	38	12	4	38185	0		GRENOBLE-4		Grenoble-4
84	38	13	1	38314	2	(LE)	HAUT-GRESIVAUDAN	(Le)	Haut-Grésivaudan
84	38	14	1	38193	5	(L')	ISLE-D'ABEAU	(L')	Isle-d'Abeau
84	38	15	1	38269	0		MATHEYSINE-TRIEVES		Matheysine-Trièves
84	38	16	1	38229	0		MEYLAN		Meylan
84	38	17	1	38261	0		MORESTEL		Morestel
84	38	18	1	38140	2	(LE)	MOYEN GRESIVAUDAN	(Le)	Moyen Grésivaudan
84	38	19	1	38562	1		OISANS-ROMANCHE		Oisans-Romanche
84	38	20	1	38317	2	(LE)	PONT-DE-CLAIX	(Le)	Pont-de-Claix
84	38	21	1	38344	0		ROUSSILLON		Roussillon
84	38	22	1	38421	0		SAINT-MARTIN-D'HERES		Saint-Martin-d'Hères
84	38	23	1	38416	2	(LE)	SUD GRESIVAUDAN	(Le)	Sud Grésivaudan
84	38	24	1	38509	3	(LA)	TOUR-DU-PIN	(La)	Tour-du-Pin
84	38	25	1	38517	0		TULLINS		Tullins
84	38	26	1	38537	3	(LA)	VERPILLIERE	(La)	Verpillière
84	38	27	2	38544	0		VIENNE-1		Vienne-1
84	38	28	2	38544	0		VIENNE-2		Vienne-2
84	38	29	1	38563	0		VOIRON		Voiron
27	39	01	1	39013	1		ARBOIS		Arbois
27	39	02	1	39030	1		AUTHUME		Authume
27	39	03	1	39056	0		BLETTERANS		Bletterans
27	39	04	1	39097	0		CHAMPAGNOLE		Champagnole
27	39	05	2	39198	0		DOLE-1		Dole-1
27	39	06	2	39198	0		DOLE-2		Dole-2
27	39	07	2	39300	0		LONS-LE-SAUNIER-1		Lons-le-Saunier-1
27	39	08	2	39300	0		LONS-LE-SAUNIER-2		Lons-le-Saunier-2
27	39	09	1	39333	0		MOIRANS-EN-MONTAGNE		Moirans-en-Montagne
27	39	10	1	39365	0		MONT-SOUS-VAUDREY		Mont-sous-Vaudrey
27	39	11	1	39368	0		MOREZ		Morez
27	39	12	1	39434	0		POLIGNY		Poligny
27	39	13	1	39475	0		SAINT-AMOUR		Saint-Amour
27	39	14	1	39478	0		SAINT-CLAUDE		Saint-Claude
27	39	15	1	39487	0		SAINT-LAURENT-EN-GRANDVAUX		Saint-Laurent-en-Grandvaux
27	39	16	1	39491	0		SAINT-LUPICIN		Saint-Lupicin
27	39	17	1	39526	0		TAVAUX		Tavaux
75	40	01	1	40001	1		ADOUR ARMAGNAC		Adour Armagnac
75	40	02	1	40119	0		CHALOSSE TURSAN		Chalosse Tursan
75	40	03	1	40184	0		COTE D'ARGENT		Côte d'Argent
75	40	04	1	40194	0		COTEAU DE CHALOSSE		Coteau de Chalosse
75	40	05	2	40088	0		DAX-1		Dax-1
75	40	06	2	40088	0		DAX-2		Dax-2
75	40	07	1	40217	0		GRANDS LACS		Grands Lacs
75	40	08	1	40135	0		HAUTE LANDE ARMAGNAC		Haute Lande Armagnac
75	40	09	1	40310	0		MARENSIN SUD		Marensin Sud
75	40	10	2	40192	0		MONT-DE-MARSAN-1		Mont-de-Marsan-1
75	40	11	2	40192	0		MONT-DE-MARSAN-2		Mont-de-Marsan-2
75	40	12	1	40224	1		ORTHE ET ARRIGANS		Orthe et Arrigans
75	40	13	1	40313	0		PAYS MORCENAIS TARUSATE		Pays morcenais tarusate
75	40	14	1	40284	0		PAYS TYROSSAIS		Pays Tyrossais
75	40	15	1	40273	0		SEIGNANX		Seignanx
24	41	01	1	41173	3	(LA)	BEAUCE	(La)	Beauce
24	41	02	4	41018	0		BLOIS-1		Blois-1
24	41	03	2	41018	0		BLOIS-2		Blois-2
24	41	04	2	41018	0		BLOIS-3		Blois-3
24	41	05	1	41034	0		CHAMBORD		Chambord
24	41	06	1	41149	0		MONTOIRE-SUR-LE-LOIR		Montoire-sur-le-Loir
24	41	07	1	41151	0		MONTRICHARD		Montrichard
24	41	08	1	41167	1		ONZAIN		Onzain
24	41	09	1	41238	2	(LE)	PERCHE	(Le)	Perche
24	41	10	1	41194	0		ROMORANTIN-LANTHENAY		Romorantin-Lanthenay
24	41	11	1	41198	0		SAINT-AIGNAN		Saint-Aignan
24	41	12	1	41242	0		SELLES-SUR-CHER		Selles-sur-Cher
24	41	13	1	41232	3	(LA)	SOLOGNE	(La)	Sologne
24	41	14	1	41269	0		VENDOME		Vendôme
24	41	15	2	41295	0		VINEUIL		Vineuil
84	42	01	1	42005	1		ANDREZIEUX-BOUTHEON		Andrézieux-Bouthéon
84	42	02	1	42019	0		BOEN-SUR-LIGNON		Boën-sur-Lignon
84	42	03	1	42052	0		CHARLIEU		Charlieu
84	42	04	1	42071	2	(LE)	COTEAU	(Le)	Coteau
84	42	05	1	42094	0		FEURS		Feurs
84	42	06	1	42095	0		FIRMINY		Firminy
84	42	07	1	42147	0		MONTBRISON		Montbrison
84	42	08	1	42168	2	(LE)	PILAT	(Le)	Pilat
84	42	09	1	42182	0		RENAISON		Renaison
84	42	10	1	42186	0		RIVE-DE-GIER		Rive-de-Gier
84	42	11	2	42187	0		ROANNE-1		Roanne-1
84	42	12	2	42187	0		ROANNE-2		Roanne-2
84	42	13	1	42207	0		SAINT-CHAMOND		Saint-Chamond
84	42	14	4	42218	0		SAINT-ETIENNE-1		Saint-Etienne-1
84	42	15	2	42218	0		SAINT-ETIENNE-2		Saint-Etienne-2
84	42	16	2	42218	0		SAINT-ETIENNE-3		Saint-Etienne-3
84	42	17	2	42218	0		SAINT-ETIENNE-4		Saint-Etienne-4
84	42	18	2	42218	0		SAINT-ETIENNE-5		Saint-Etienne-5
84	42	19	4	42218	0		SAINT-ETIENNE-6		Saint-Etienne-6
84	42	20	1	42279	0		SAINT-JUST-SAINT-RAMBERT		Saint-Just-Saint-Rambert
84	42	21	1	42302	0		SORBIERS		Sorbiers
84	43	01	1	43012	1		AUREC-SUR-LOIRE		Aurec-sur-Loire
84	43	02	1	43020	0		BAS-EN-BASSET		Bas-en-Basset
84	43	03	1	43244	0		BOUTIERES		Boutières
84	43	04	1	43040	0		BRIOUDE		Brioude
84	43	05	1	43224	4	(LES)	DEUX RIVIERES ET VALLEES	(Les)	Deux Rivières et Vallées
84	43	06	1	43200	1		EMBLAVEZ-ET-MEYGAL		Emblavez-et-Meygal
84	43	07	1	43112	0		GORGES DE L'ALLIER-GEVAUDAN		Gorges de l'Allier-Gévaudan
84	43	08	1	43051	0		MEZENC		Mézenc
84	43	09	1	43137	0		MONISTROL-SUR-LOIRE		Monistrol-sur-Loire
84	43	10	1	43132	0		PAYS DE LAFAYETTE		Pays de Lafayette
84	43	11	1	43080	0		PLATEAU DU HAUT-VELAY GRANITIQUE		Plateau du Haut-Velay granitique
84	43	12	2	43157	2	(LE)	PUY-EN-VELAY-1	(Le)	Puy-en-Velay-1
84	43	13	2	43157	2	(LE)	PUY-EN-VELAY-2	(Le)	Puy-en-Velay-2
84	43	14	2	43157	2	(LE)	PUY-EN-VELAY-3	(Le)	Puy-en-Velay-3
84	43	15	2	43157	2	(LE)	PUY-EN-VELAY-4	(Le)	Puy-en-Velay-4
84	43	16	1	43216	0		SAINT-PAULIEN		Saint-Paulien
84	43	17	1	43185	0		SAINTE-FLORINE		Sainte-Florine
84	43	18	1	43084	0		VELAY VOLCANIQUE		Velay volcanique
84	43	19	1	43268	1		YSSINGEAUX		Yssingeaux
52	44	01	1	44003	1		ANCENIS		Ancenis
52	44	02	1	44055	3	(LA)	BAULE-ESCOUBLAC	(La)	Baule-Escoublac
52	44	03	1	44015	0		BLAIN		Blain
52	44	04	1	44026	0		CARQUEFOU		Carquefou
52	44	05	1	44035	3	(LA)	CHAPELLE-SUR-ERDRE	(La)	Chapelle-sur-Erdre
52	44	06	1	44036	0		CHATEAUBRIANT		Châteaubriant
52	44	07	1	44043	0		CLISSON		Clisson
52	44	08	1	44067	0		GUEMENE-PENFAO		Guémené-Penfao
52	44	09	1	44069	0		GUERANDE		Guérande
52	44	10	1	44087	0		MACHECOUL		Machecoul
52	44	11	4	44109	0		NANTES-1		Nantes-1
52	44	12	4	44109	0		NANTES-2		Nantes-2
52	44	13	4	44109	0		NANTES-3		Nantes-3
52	44	14	4	44109	0		NANTES-4		Nantes-4
52	44	15	4	44109	0		NANTES-5		Nantes-5
52	44	16	4	44109	0		NANTES-6		Nantes-6
52	44	17	4	44109	0		NANTES-7		Nantes-7
52	44	18	1	44110	0		NORT-SUR-ERDRE		Nort-sur-Erdre
52	44	19	1	44129	0		PONTCHATEAU		Pontchâteau
52	44	20	1	44131	0		PORNIC		Pornic
52	44	21	2	44143	0		REZE-1		Rezé-1
52	44	22	4	44143	0		REZE-2		Rezé-2
52	44	23	1	44154	0		SAINT-BREVIN-LES-PINS		Saint-Brevin-les-Pins
52	44	24	2	44162	0		SAINT-HERBLAIN-1		Saint-Herblain-1
52	44	25	2	44162	0		SAINT-HERBLAIN-2		Saint-Herblain-2
52	44	26	4	44184	0		SAINT-NAZAIRE-1		Saint-Nazaire-1
52	44	27	2	44184	0		SAINT-NAZAIRE-2		Saint-Nazaire-2
52	44	28	1	44188	0		SAINT-PHILBERT-DE-GRAND-LIEU		Saint-Philbert-de-Grand-Lieu
52	44	29	1	44190	0		SAINT-SEBASTIEN-SUR-LOIRE		Saint-Sébastien-sur-Loire
52	44	30	1	44212	0		VALLET		Vallet
52	44	31	1	44215	0		VERTOU		Vertou
24	45	01	1	45028	0		BEAUGENCY		Beaugency
24	45	02	1	45068	0		CHALETTE-SUR-LOING		Châlette-sur-Loing
24	45	03	1	45082	0		CHATEAUNEUF-SUR-LOIRE		Châteauneuf-sur-Loire
24	45	04	1	45115	0		COURTENAY		Courtenay
24	45	05	2	45146	3	(LA)	FERTE-SAINT-AUBIN	(La)	Ferté-Saint-Aubin
24	45	06	1	45147	0		FLEURY-LES-AUBRAIS		Fleury-les-Aubrais
24	45	07	1	45155	0		GIEN		Gien
24	45	08	1	45187	0		LORRIS		Lorris
24	45	09	1	45191	0		MALESHERBES		Malesherbes
24	45	10	1	45203	0		MEUNG-SUR-LOIRE		Meung-sur-Loire
24	45	11	1	45208	0		MONTARGIS		Montargis
24	45	12	1	45232	1		OLIVET		Olivet
24	45	13	4	45234	1		ORLEANS-1		Orléans-1
24	45	14	4	45234	1		ORLEANS-2		Orléans-2
24	45	15	2	45234	1		ORLEANS-3		Orléans-3
24	45	16	4	45234	1		ORLEANS-4		Orléans-4
24	45	17	1	45252	0		PITHIVIERS		Pithiviers
24	45	18	1	45284	0		SAINT-JEAN-DE-BRAYE		Saint-Jean-de-Braye
24	45	19	1	45285	0		SAINT-JEAN-DE-LA-RUELLE		Saint-Jean-de-la-Ruelle
24	45	20	1	45286	0		SAINT-JEAN-LE-BLANC		Saint-Jean-le-Blanc
24	45	21	1	45315	0		SULLY-SUR-LOIRE		Sully-sur-Loire
76	46	01	2	46042	0		CAHORS-1		Cahors-1
76	46	02	2	46042	0		CAHORS-2		Cahors-2
76	46	03	2	46042	0		CAHORS-3		Cahors-3
76	46	04	1	46095	0		CAUSSE ET BOURIANE		Causse et Bouriane
76	46	05	1	46045	0		CAUSSE ET VALLEES		Causse et Vallées
76	46	06	1	46029	0		CERE ET SEGALA		Cère et Ségala
76	46	07	2	46102	0		FIGEAC-1		Figeac-1
76	46	08	2	46102	0		FIGEAC-2		Figeac-2
76	46	09	1	46127	0		GOURDON		Gourdon
76	46	10	1	46128	0		GRAMAT		Gramat
76	46	11	1	46143	0		LACAPELLE-MARIVAL		Lacapelle-Marival
76	46	12	1	46182	0		LUZECH		Luzech
76	46	13	1	46063	0		MARCHES DU SUD-QUERCY		Marches du Sud-Quercy
76	46	14	1	46185	0		MARTEL		Martel
76	46	15	1	46231	0		PUY-L'EVEQUE		Puy-l'Evêque
76	46	16	1	46251	0		SAINT-CERE		Saint-Céré
76	46	17	1	46309	0		SOUILLAC		Souillac
75	47	01	2	47001	1		AGEN-1		Agen-1
75	47	02	2	47001	1		AGEN-2		Agen-2
75	47	03	4	47001	1		AGEN-3		Agen-3
75	47	04	2	47001	1		AGEN-4		Agen-4
75	47	05	1	47195	5	(L')	ALBRET	(L')	Albret
75	47	06	1	47004	2	(LE)	CONFLUENT	(Le)	Confluent
75	47	07	1	47086	4	(LES)	COTEAUX DE GUYENNE	(Les)	Coteaux de Guyenne
75	47	08	1	47052	4	(LES)	FORETS DE GASCOGNE	(Les)	Forêts de Gascogne
75	47	09	1	47106	2	(LE)	FUMELOIS	(Le)	Fumélois
75	47	10	1	47175	2	(LE)	HAUT AGENAIS PERIGORD	(Le)	Haut Agenais Périgord
75	47	11	1	47143	0		LAVARDAC		Lavardac
75	47	12	1	47252	2	(LE)	LIVRADAIS	(Le)	Livradais
75	47	13	2	47157	0		MARMANDE-1		Marmande-1
75	47	14	2	47157	0		MARMANDE-2		Marmande-2
75	47	15	1	47069	5	(L')	OUEST AGENAIS	(L')	Ouest agenais
75	47	16	1	47203	2	(LE)	PAYS DE SERRES	(Le)	Pays de Serres
75	47	17	1	47145	2	(LE)	SUD-EST AGENAIS	(Le)	Sud-Est agenais
75	47	18	1	47310	0		TONNEINS		Tonneins
75	47	19	1	47168	2	(LE)	VAL DU DROPT	(Le)	Val du Dropt
75	47	20	2	47323	0		VILLENEUVE-SUR-LOT-1		Villeneuve-sur-Lot-1
75	47	21	2	47323	0		VILLENEUVE-SUR-LOT-2		Villeneuve-sur-Lot-2
76	48	01	1	48009	1		AUMONT-AUBRAC		Aumont-Aubrac
76	48	02	1	48034	3	(LA)	CANOURGUE	(La)	Canourgue
76	48	03	1	48049	0		CHIRAC		Chirac
76	48	04	1	48051	2	(LE)	COLLET-DE-DEZE	(Le)	Collet-de-Dèze
76	48	05	1	48061	0		FLORAC		Florac
76	48	06	1	48070	0		GRANDRIEU		Grandrieu
76	48	07	1	48080	0		LANGOGNE		Langogne
76	48	08	1	48092	0		MARVEJOLS		Marvejols
76	48	09	4	48095	0		MENDE-1		Mende-1
76	48	10	4	48095	0		MENDE-2		Mende-2
76	48	11	1	48132	0		SAINT-ALBAN-SUR-LIMAGNOLE		Saint-Alban-sur-Limagnole
76	48	12	1	48140	0		SAINT-CHELY-D'APCHER		Saint-Chély-d'Apcher
76	48	13	1	48147	0		SAINT-ETIENNE-DU-VALDONNEZ		Saint-Etienne-du-Valdonnez
52	49	01	4	49007	1		ANGERS-1		Angers-1
52	49	02	2	49007	1		ANGERS-2		Angers-2
52	49	03	2	49007	1		ANGERS-3		Angers-3
52	49	04	2	49007	1		ANGERS-4		Angers-4
52	49	05	2	49007	1		ANGERS-5		Angers-5
52	49	06	2	49007	1		ANGERS-6		Angers-6
52	49	07	2	49007	1		ANGERS-7		Angers-7
52	49	08	1	49021	0		BEAUFORT-EN-VALLEE		Beaufort-en-Vallée
52	49	09	1	49023	0		BEAUPREAU		Beaupréau
52	49	10	1	49063	0		CHALONNES-SUR-LOIRE		Chalonnes-sur-Loire
52	49	11	1	49092	0		CHEMILLE-MELAY		Chemillé-Melay
52	49	12	4	49099	0		CHOLET-1		Cholet-1
52	49	13	2	49099	0		CHOLET-2		Cholet-2
52	49	14	1	49125	0		DOUE-LA-FONTAINE		Doué-la-Fontaine
52	49	15	1	49180	0		LONGUE-JUMELLES		Longué-Jumelles
52	49	16	1	49244	3	(LA)	POMMERAYE	(La)	Pommeraye
52	49	17	1	49246	4	(LES)	PONTS-DE-CE	(Les)	Ponts-de-Cé
52	49	18	1	49301	0		SAINT-MACAIRE-EN-MAUGES		Saint-Macaire-en-Mauges
52	49	19	1	49328	0		SAUMUR		Saumur
52	49	20	1	49331	0		SEGRE		Segré
52	49	21	1	49347	0		TIERCE		Tiercé
28	50	01	1	50003	1		AGON-COUTAINVILLE		Agon-Coutainville
28	50	02	1	50025	1		AVRANCHES		Avranches
28	50	03	1	50076	0		BREHAL		Bréhal
28	50	04	1	50082	0		BRICQUEBEC		Bricquebec
28	50	05	1	50099	0		CARENTAN		Carentan
28	50	06	4	50129	0		CHERBOURG-OCTEVILLE-1		Cherbourg-Octeville-1
28	50	07	2	50129	0		CHERBOURG-OCTEVILLE-2		Cherbourg-Octeville-2
28	50	08	2	50129	0		CHERBOURG-OCTEVILLE-3		Cherbourg-Octeville-3
28	50	09	1	50139	0		CONDE-SUR-VIRE		Condé-sur-Vire
28	50	10	1	50147	0		COUTANCES		Coutances
28	50	11	1	50151	0		CREANCES		Créances
28	50	12	1	50173	1		EQUEURDREVILLE-HAINNEVILLE		Équeurdreville-Hainneville
28	50	13	1	50218	0		GRANVILLE		Granville
28	50	14	1	50416	3	(LA)	HAGUE	(La)	Hague
28	50	15	1	50256	1		ISIGNY-LE-BUAT		Isigny-le-Buat
28	50	16	1	50359	2	(LE)	MORTAINAIS	(Le)	Mortainais
28	50	17	1	50402	4	(LES)	PIEUX	(Les)	Pieux
28	50	18	1	50409	0		PONT-HEBERT		Pont-Hébert
28	50	19	1	50410	0		PONTORSON		Pontorson
28	50	20	1	50419	0		QUETTREVILLE-SUR-SIENNE		Quettreville-sur-Sienne
28	50	21	1	50484	0		SAINT-HILAIRE-DU-HARCOUET		Saint-Hilaire-du-Harcouët
28	50	22	2	50502	0		SAINT-LO-1		Saint-Lô-1
28	50	23	2	50502	0		SAINT-LO-2		Saint-Lô-2
28	50	24	1	50602	0		TOURLAVILLE		Tourlaville
28	50	25	1	50615	0		VALOGNES		Valognes
28	50	26	1	50562	0		VAL-DE-SAIRE		Val-de-Saire
28	50	27	1	50639	0		VILLEDIEU-LES-POELES		Villedieu-les-Poêles
44	51	01	1	51507	1		ARGONNE SUIPPE ET VESLE		Argonne Suippe et Vesle
44	51	02	1	51075	0		BOURGOGNE		Bourgogne
44	51	03	2	51108	0		CHALONS-EN-CHAMPAGNE-1		Châlons-en-Champagne-1
44	51	04	2	51108	0		CHALONS-EN-CHAMPAGNE-2		Châlons-en-Champagne-2
44	51	05	2	51108	0		CHALONS-EN-CHAMPAGNE-3		Châlons-en-Champagne-3
44	51	06	1	51217	0		DORMANS-PAYSAGES DE CHAMPAGNE		Dormans-Paysages de Champagne
44	51	07	2	51230	1		EPERNAY-1		Épernay-1
44	51	08	2	51230	1		EPERNAY-2		Épernay-2
44	51	09	1	51250	0		FISMES-MONTAGNE DE REIMS		Fismes-Montagne de Reims
44	51	10	1	51388	0		MOURMELON-VESLE ET MONTS DE CHAMPAGNE		Mourmelon-Vesle et Monts de Champagne
44	51	11	4	51454	0		REIMS-1		Reims-1
44	51	12	4	51454	0		REIMS-2		Reims-2
44	51	13	4	51454	0		REIMS-3		Reims-3
44	51	14	2	51454	0		REIMS-4		Reims-4
44	51	15	2	51454	0		REIMS-5		Reims-5
44	51	16	4	51454	0		REIMS-6		Reims-6
44	51	17	4	51454	0		REIMS-7		Reims-7
44	51	18	2	51454	0		REIMS-8		Reims-8
44	51	19	4	51454	0		REIMS-9		Reims-9
44	51	20	1	51531	0		SERMAIZE-LES-BAINS		Sermaize-les-Bains
44	51	21	1	51535	0		SEZANNE-BRIE ET CHAMPAGNE		Sézanne-Brie et Champagne
44	51	22	1	51612	0		VERTUS-PLAINE CHAMPENOISE		Vertus-Plaine Champenoise
44	51	23	1	51649	0		VITRY-LE-FRANCOIS-CHAMPAGNE ET DER		Vitry-le-François-Champagne et Der
44	52	01	1	52058	0		BOLOGNE		Bologne
44	52	02	1	52060	0		BOURBONNE-LES-BAINS		Bourbonne-les-Bains
44	52	03	1	52093	0		CHALINDREY		Chalindrey
44	52	04	1	52114	0		CHATEAUVILLAIN		Châteauvillain
44	52	05	2	52121	0		CHAUMONT-1		Chaumont-1
44	52	06	2	52121	0		CHAUMONT-2		Chaumont-2
44	52	07	2	52121	0		CHAUMONT-3		Chaumont-3
44	52	08	1	52194	1		EURVILLE-BIENVILLE		Eurville-Bienville
44	52	09	1	52250	0		JOINVILLE		Joinville
44	52	10	1	52269	0		LANGRES		Langres
44	52	11	1	52353	0		NOGENT		Nogent
44	52	12	1	52398	0		POISSONS		Poissons
44	52	13	2	52448	0		SAINT-DIZIER-1		Saint-Dizier-1
44	52	14	4	52448	0		SAINT-DIZIER-2		Saint-Dizier-2
44	52	15	2	52448	0		SAINT-DIZIER-3		Saint-Dizier-3
44	52	16	1	52529	0		VILLEGUSIEN-LE-LAC		Villegusien-le-Lac
44	52	17	1	52550	0		WASSY		Wassy
52	53	01	1	53014	1		AZE		Azé
52	53	02	1	53034	0		BONCHAMP-LES-LAVAL		Bonchamp-lès-Laval
52	53	03	1	53062	0		CHATEAU-GONTIER		Château-Gontier
52	53	04	1	53077	0		COSSE-LE-VIVIEN		Cossé-le-Vivien
52	53	05	1	53096	1		ERNEE		Ernée
52	53	06	1	53097	1		EVRON		Évron
52	53	07	1	53107	0		GORRON		Gorron
52	53	08	1	53119	5	(L')	HUISSERIE	(L')	Huisserie
52	53	09	1	53127	0		LASSAY-LES-CHATEAUX		Lassay-les-Châteaux
52	53	10	4	53130	0		LAVAL-1		Laval-1
52	53	11	4	53130	0		LAVAL-2		Laval-2
52	53	12	4	53130	0		LAVAL-3		Laval-3
52	53	13	1	53137	0		LOIRON		Loiron
52	53	14	1	53147	0		MAYENNE		Mayenne
52	53	15	1	53152	0		MESLAY-DU-MAINE		Meslay-du-Maine
52	53	16	1	53201	0		SAINT-BERTHEVIN		Saint-Berthevin
52	53	17	1	53271	0		VILLAINES-LA-JUHEL		Villaines-la-Juhel
44	54	01	1	54039	0		BACCARAT		Baccarat
44	54	02	1	54157	1		ENTRE SEILLE ET MEURTHE		Entre Seille et Meurthe
44	54	03	1	54300	0		GRAND COURONNE		Grand Couronné
44	54	04	1	54273	0		JARNY		Jarny
44	54	05	1	54274	0		JARVILLE-LA-MALGRANGE		Jarville-la-Malgrange
44	54	06	1	54304	0		LAXOU		Laxou
44	54	07	1	54323	0		LONGWY		Longwy
44	54	08	2	54329	0		LUNEVILLE-1		Lunéville-1
44	54	09	2	54329	0		LUNEVILLE-2		Lunéville-2
44	54	10	1	54563	0		MEINE AU SAINTOIS		Meine au Saintois
44	54	11	1	54382	0		MONT-SAINT-MARTIN		Mont-Saint-Martin
44	54	12	4	54395	0		NANCY-1		Nancy-1
44	54	13	4	54395	0		NANCY-2		Nancy-2
44	54	14	4	54395	0		NANCY-3		Nancy-3
44	54	15	1	54397	0		NEUVES-MAISONS		Neuves-Maisons
44	54	16	1	54318	2	(LE)	NORD-TOULOIS	(Le)	Nord-Toulois
44	54	17	1	54280	0		PAYS DE BRIEY		Pays de Briey
44	54	18	1	54431	0		PONT-A-MOUSSON		Pont-à-Mousson
44	54	19	1	54482	0		SAINT-MAX		Saint-Max
44	54	20	1	54528	0		TOUL		Toul
44	54	21	1	54357	0		VAL DE LORRAINE SUD		Val de Lorraine Sud
44	54	22	1	54547	0		VANDŒUVRE-LES-NANCY		Vandœuvre-lès-Nancy
44	54	23	1	54580	0		VILLERUPT		Villerupt
44	55	01	1	55010	1		ANCERVILLE		Ancerville
44	55	02	2	55029	0		BAR-LE-DUC-1		Bar-le-Duc-1
44	55	03	2	55029	0		BAR-LE-DUC-2		Bar-le-Duc-2
44	55	04	1	55043	0		BELLEVILLE-SUR-MEUSE		Belleville-sur-Meuse
44	55	05	1	55063	0		BOULIGNY		Bouligny
44	55	06	1	55117	0		CLERMONT-EN-ARGONNE		Clermont-en-Argonne
44	55	07	1	55122	0		COMMERCY		Commercy
44	55	08	1	55154	0		DIEUE-SUR-MEUSE		Dieue-sur-Meuse
44	55	09	1	55181	1		ETAIN		Étain
44	55	10	1	55291	0		LIGNY-EN-BARROIS		Ligny-en-Barrois
44	55	11	1	55351	0		MONTMEDY		Montmédy
44	55	12	1	55427	0		REVIGNY-SUR-ORNAIN		Revigny-sur-Ornain
44	55	13	1	55463	0		SAINT-MIHIEL		Saint-Mihiel
44	55	14	1	55502	0		STENAY		Stenay
44	55	15	1	55533	0		VAUCOULEURS		Vaucouleurs
44	55	16	2	55545	0		VERDUN-1		Verdun-1
44	55	17	2	55545	0		VERDUN-2		Verdun-2
53	56	01	1	56007	1		AURAY		Auray
53	56	02	1	56066	0		GOURIN		Gourin
